"IBM Posto","Nome Posto","Data","Hora","Tipo","Bomba","Bico","Produto","Volume (L)","Valor a Receber","Desconto Posto","Desconto Shell","Creditos no Shellbox","Shell Box Clube","Valor Pago Cliente","Cod. Status Transacao","Status Transacao","ID Frentista","ID Transacao","ID do Produto","Payout Status","Pagamento ID 1","Parceiro","Codigo do Voucher","Nome da Campanha","Data de inicio da Transação","Categoria"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","07:33:43","Abastecimento","3","6","Gasolina Comum","30.0","R$ 185,70","R$ 3,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 182,70","3","Sucesso","B32809EED033236E","189684613","11","","-","-","-","-","2025-01-17 10:33:24.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","07:24:56","Abastecimento","4","8","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809EED033236E","189683455","21","","-","-","-","-","2025-01-17 10:24:42.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","07:18:26","Abastecimento","2","4","Gasolina Comum","29.3","R$ 181,37","R$ 2,93","R$ 0,00","R$ 0,00","R$ 0,00","R$ 178,44","3","Sucesso","B32809EED033D53C","189682589","11","","-","-","-","-","2025-01-17 10:17:31.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","07:15:03","Abastecimento","4","16","Shell V-Power Gasolina","13.68","R$ 90,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 90,15","3","Sucesso","B32809EED07EF3DA","189682295","12","-","d4e752b8-9d7c-4ea2-b6cc-c7bfc911ae71","-","-","-","2025-01-17 10:15:03.000 UTC","App Banco Inter"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","07:10:35","Abastecimento","2","10","Shell V-Power Gasolina","4.58","R$ 30,18","R$ 0,46","R$ 0,00","R$ 0,00","R$ 0,00","R$ 29,72","3","Sucesso","B32809EED07EF3DA","189681736","12","","99577901086","Mercado Pago","-","-","2025-01-17 10:10:16.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","07:09:28","Abastecimento","3","5","Etanol Comum","32.31","R$ 135,38","R$ 3,23","R$ 0,00","R$ 0,00","R$ 0,00","R$ 132,15","3","Sucesso","B32809EED033D53C","189681610","21","","99577773538","Mercado Pago","-","-","2025-01-17 10:09:13.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","07:08:13","Abastecimento","2","3","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809EED033236E","189681488","21","","-","-","-","-","2025-01-17 10:08:01.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","07:06:29","Abastecimento","6","15","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809EED033D53C","189681258","11","","99213024785","Mercado Pago","-","-","2025-01-17 10:06:09.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","06:50:36","Abastecimento","5","11","Etanol Comum","25.58","R$ 107,18","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 107,18","3","Sucesso","B32809EED033236E","189679724","21","","b5ebbf1e-5165-4bb6-988d-257f0dfe59e8","-","-","-","2025-01-17 09:50:16.000 UTC","Payly"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","06:47:36","Abastecimento","6","15","Gasolina Comum","15.35","R$ 95,00","R$ 1,54","R$ 0,00","R$ 0,00","R$ 0,00","R$ 93,46","3","Sucesso","B32809D538851035","189679455","11","","-","-","-","-","2025-01-17 09:47:12.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","06:40:18","Abastecimento","5","12","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 0,00","R$ 4,21","R$ 143,37","3","Sucesso","B32809EED07EF3DA","189678706","11","","18824132x189678706x1737106745667","-","-","-","2025-01-17 09:38:34.000 UTC","Pix"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","06:24:49","Abastecimento","3","6","Gasolina Comum","8.08","R$ 50,00","R$ 0,81","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,19","3","Sucesso","B32809EED033236E","189677662","11","","1079564159","Mercado Pago","-","-","2025-01-17 09:24:33.000 UTC","Conta Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","05:47:46","Abastecimento","3","6","Gasolina Comum","34.63","R$ 214,36","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 214,36","7","Falha Tecnica","B32809EED033236E","189675911","11","-","-","-","-","-","2025-01-17 08:47:46.000 UTC","App XP Investimentos"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","05:11:48","Abastecimento","2","3","Etanol Comum","20.0","R$ 83,80","R$ 2,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 81,80","3","Sucesso","B32809EED033236E","189675042","21","","-","-","-","-","2025-01-17 08:11:22.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","05:03:32","Abastecimento","6","14","Etanol Comum","35.71","R$ 149,62","R$ 3,57","R$ 0,00","R$ 0,00","R$ 0,00","R$ 146,05","3","Sucesso","B32809EED033236E","189674903","21","","-","-","-","-","2025-01-17 08:03:19.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","00:43:07","Abastecimento","7","17","Shell Evolux Diesel S-10","64.46","R$ 399,01","R$ 6,45","R$ 9,67","R$ 0,00","R$ 0,00","R$ 382,89","3","Sucesso","B3CF6CA31378AC02","189673179","34","","-","-","e534531b-eb61-472d-aaa8-d2e4d8fe4db6","AP-CRM-RET-2361","2025-01-17 03:42:21.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","00:21:10","Abastecimento","2","4","Gasolina Comum","26.77","R$ 165,71","R$ 2,68","R$ 0,00","R$ 0,00","R$ 0,00","R$ 163,03","3","Sucesso","B32809092ED8D233","189672934","11","","57prmej3","-","-","-","2025-01-17 03:20:39.000 UTC","PayPal"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","23:42:19","Abastecimento","6","15","Gasolina Comum","28.51","R$ 176,48","R$ 2,85","R$ 0,00","R$ 0,00","R$ 0,00","R$ 173,63","3","Sucesso","B3CF6CA31378AC02","189672291","11","","-","-","-","-","2025-01-17 02:41:52.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","23:16:20","Abastecimento","3","6","Gasolina Comum","3.23","R$ 20,00","R$ 0,32","R$ 0,00","R$ 0,00","R$ 0,00","R$ 19,68","3","Sucesso","B32809099EBC19C9","189671665","11","","-","-","-","-","2025-01-17 02:16:03.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","23:05:44","Abastecimento","3","5","Etanol Comum","15.0","R$ 62,85","R$ 1,50","R$ 0,00","R$ 0,00","R$ 0,00","R$ 61,35","3","Sucesso","B3CF6CA31378AC02","189671381","21","","-","-","-","-","2025-01-17 02:05:23.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","22:09:47","Abastecimento","2","3","Etanol Comum","41.54","R$ 174,05","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 174,05","3","Sucesso","B32809099EBC19C9","189669180","21","-","3850cc62-7bc4-43be-99c9-b2ebbfaa1331","-","-","-","2025-01-17 01:09:47.000 UTC","App Banco Inter"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","21:58:19","Abastecimento","3","6","Gasolina Comum","50.38","R$ 311,85","R$ 5,04","R$ 0,00","R$ 0,00","R$ 0,00","R$ 306,81","3","Sucesso","B32809099EBC19C9","189668606","11","","1079465633","Mercado Pago","-","-","2025-01-17 00:58:02.000 UTC","Conta Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","21:47:20","Abastecimento","1","2","Gasolina Comum","3.23","R$ 20,00","R$ 0,32","R$ 0,00","R$ 0,00","R$ 0,00","R$ 19,68","3","Sucesso","B3CF6CA313787E3E","189668011","11","","-","-","-","-","2025-01-17 00:47:06.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","21:24:59","Abastecimento","2","4","Gasolina Comum","9.69","R$ 60,00","R$ 0,97","R$ 0,00","R$ 0,00","R$ 0,00","R$ 59,03","3","Sucesso","B3CF6CA313787E3E","189666462","11","","-","-","-","-","2025-01-17 00:24:36.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","21:06:51","Abastecimento","5","12","Gasolina Comum","4.04","R$ 25,00","R$ 0,40","R$ 5,29","R$ 0,00","R$ 0,00","R$ 19,31","3","Sucesso","B3CF6CA313787E3E","189665045","11","","-","-","0506a7b9-d273-11ef-8a38-02b447a431dd","R$ 5.29 DE DESCONTO","2025-01-17 00:06:28.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","20:41:27","Abastecimento","2","4","Gasolina Comum","16.0","R$ 99,04","R$ 1,60","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,44","3","Sucesso","B32809D53885477E","189662762","11","","-","-","-","-","2025-01-16 23:40:53.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","20:24:36","Abastecimento","4","9","Gasolina Comum","29.08","R$ 180,00","R$ 2,91","R$ 0,00","R$ 0,00","R$ 0,00","R$ 177,09","3","Sucesso","B32809D53885477E","189661128","11","","-","-","-","-","2025-01-16 23:24:25.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","20:08:25","Abastecimento","4","8","Etanol Comum","34.85","R$ 146,02","R$ 3,48","R$ 0,00","R$ 142,54","R$ 0,00","R$ 0,00","3","Sucesso","B32809EED07ED77A","189659221","21","","-","-","-","-","2025-01-16 23:07:51.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","20:07:50","Abastecimento","2","3","Etanol Comum","43.98","R$ 184,28","R$ 4,40","R$ 0,00","R$ 0,00","R$ 0,00","R$ 179,88","3","Sucesso","B32809EED07ED77A","189659153","21","","56aa47b4-92aa-480d-aac5-b0a6a525aad9","-","-","-","2025-01-16 23:07:23.000 UTC","Nubank"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","19:55:51","Abastecimento","4","8","Etanol Comum","14.32","R$ 60,00","R$ 1,43","R$ 4,78","R$ 0,00","R$ 0,00","R$ 53,79","3","Sucesso","B32809D53885477E","189657647","21","","14945023x189657647x1737068103439","-","2283e414-cc76-11ef-8a38-02b447a431dd","R$ 4.78 DE DESCONTO","2025-01-16 22:54:28.000 UTC","Pix"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","19:55:13","Abastecimento","5","12","Gasolina Comum","28.34","R$ 175,42","R$ 2,83","R$ 0,00","R$ 0,00","R$ 0,00","R$ 172,59","3","Sucesso","B32809099EBC19C9","189657711","11","","-","-","-","-","2025-01-16 22:54:59.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","19:41:38","Abastecimento","6","14","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809099EBC19C9","189655910","21","","99545752370","Mercado Pago","-","-","2025-01-16 22:41:21.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","19:41:16","Abastecimento","2","4","Gasolina Comum","42.82","R$ 265,06","R$ 4,28","R$ 0,00","R$ 0,00","R$ 0,00","R$ 260,78","3","Sucesso","B32809D53885477E","189655827","11","","-","-","-","-","2025-01-16 22:40:45.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","19:37:39","Abastecimento","1","1","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809D53885477E","189655172","21","","879324x189655172x1737066992516","-","-","-","2025-01-16 22:35:50.000 UTC","Pix"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","19:33:33","Abastecimento","4","8","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B3CF6CA313787E3E","189654466","21","","19838599x189654466x1737066689316","-","-","-","2025-01-16 22:30:54.000 UTC","Pix"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","19:31:21","Abastecimento","1","1","Etanol Comum","28.64","R$ 120,00","R$ 2,86","R$ 0,00","R$ 0,00","R$ 0,00","R$ 117,14","3","Sucesso","B32809D53885477E","189654480","21","","-","-","-","-","2025-01-16 22:31:02.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","19:29:48","Abastecimento","2","4","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147,58","3","Sucesso","B32809099EBC19C9","189654072","11","","-","-","-","-","2025-01-16 22:27:54.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","19:25:38","Abastecimento","4","8","Etanol Comum","20.76","R$ 86,98","R$ 2,08","R$ 0,00","R$ 0,00","R$ 0,00","R$ 84,90","3","Sucesso","B32809099EBC19C9","189653678","21","","-","-","-","-","2025-01-16 22:25:19.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","19:22:53","Abastecimento","2","4","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147,58","3","Sucesso","B32809099EBC19C9","189653260","11","","-","-","-","-","2025-01-16 22:22:34.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","18:58:54","Abastecimento","1","2","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809EED07ED77A","189649670","11","","99540703344","Mercado Pago","-","-","2025-01-16 21:58:37.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","18:48:25","Abastecimento","4","9","Gasolina Comum","19.21","R$ 118,91","R$ 1,92","R$ 0,00","R$ 0,00","R$ 0,00","R$ 116,99","3","Sucesso","B32809D53885477E","189648019","11","","-","-","-","-","2025-01-16 21:48:09.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","18:41:33","Abastecimento","2","3","Etanol Comum","26.25","R$ 110,00","R$ 2,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 107,38","3","Sucesso","B32809D53885477E","189646939","21","","-","-","-","-","2025-01-16 21:41:20.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","18:28:21","Abastecimento","2","4","Gasolina Comum","8.08","R$ 50,00","R$ 0,81","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,19","3","Sucesso","B32809EED07ED77A","189644815","11","","-","-","-","-","2025-01-16 21:28:05.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","18:26:22","Abastecimento","4","8","Etanol Comum","41.05","R$ 172,00","R$ 4,10","R$ 0,00","R$ 0,00","R$ 0,00","R$ 167,90","3","Sucesso","B32809D53885477E","189644478","21","","-","-","-","-","2025-01-16 21:26:01.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","18:17:38","Abastecimento","2","3","Etanol Comum","49.0","R$ 205,31","R$ 4,90","R$ 10,00","R$ 0,00","R$ 0,00","R$ 190,41","3","Sucesso","B32809D53885477E","189642950","21","","-","-","61f520ad-15b2-4c8b-bf68-1fc38e68ea38","AP-DIG-AQU-2291","2025-01-16 21:17:17.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","18:16:27","Abastecimento","1","1","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 24,40","R$ 73,21","3","Sucesso","B32809EED07ED77A","189642707","21","","-","-","-","-","2025-01-16 21:15:58.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","18:13:09","Abastecimento","4","9","Gasolina Comum","6.46","R$ 40,00","R$ 0,65","R$ 0,00","R$ 0,00","R$ 0,00","R$ 39,35","3","Sucesso","B3CF6CA313787E3E","189642057","11","","-","-","-","-","2025-01-16 21:12:15.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","18:08:23","Abastecimento","6","15","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147,58","3","Sucesso","B32809EED07ED77A","189641349","11","","-","-","-","-","2025-01-16 21:08:00.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","18:06:19","Abastecimento","3","6","Gasolina Comum","40.52","R$ 250,82","R$ 4,05","R$ 0,00","R$ 0,00","R$ 0,00","R$ 246,77","3","Sucesso","B32809EED07ED77A","189641003","11","","-","-","-","-","2025-01-16 21:05:59.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","17:58:40","Abastecimento","6","14","Etanol Comum","9.55","R$ 40,00","R$ 0,96","R$ 0,00","R$ 0,00","R$ 0,00","R$ 39,04","3","Sucesso","B32809099EBC19C9","189639827","21","","-","-","-","-","2025-01-16 20:57:55.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","17:57:06","Abastecimento","4","9","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147,58","3","Sucesso","B32809D53885477E","189639600","11","","-","-","-","-","2025-01-16 20:56:37.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","17:52:47","Abastecimento","5","11","Etanol Comum","33.41","R$ 140,00","R$ 3,34","R$ 0,00","R$ 0,00","R$ 0,00","R$ 136,66","3","Sucesso","B3CF6CA313787E3E","189638948","21","","-","-","-","-","2025-01-16 20:52:29.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","17:47:40","Abastecimento","2","3","Etanol Comum","39.38","R$ 165,00","R$ 3,94","R$ 0,00","R$ 0,00","R$ 0,00","R$ 161,06","3","Sucesso","B3CF6CA313787E3E","189638147","21","","-","-","-","-","2025-01-16 20:47:23.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","17:35:53","Abastecimento","1","2","Gasolina Comum","27.47","R$ 170,04","R$ 2,75","R$ 0,00","R$ 0,00","R$ 0,00","R$ 167,29","3","Sucesso","B32809EED07ED77A","189636320","11","","-","-","-","-","2025-01-16 20:35:33.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","17:35:04","Abastecimento","6","15","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147,58","3","Sucesso","B32809EED033CF93","189636177","11","","-","-","-","-","2025-01-16 20:34:27.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","17:27:28","Abastecimento","2","3","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809099EBC19C9","189634999","21","","-","-","-","-","2025-01-16 20:26:49.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","17:20:36","Abastecimento","2","3","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809D53885477E","189633948","21","","-","-","-","-","2025-01-16 20:20:08.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","17:18:36","Abastecimento","5","12","Gasolina Comum","32.31","R$ 200,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 200,00","3","Sucesso","B32809099EBC19C9","189633685","11","","70c1e86d-7b04-4420-ad57-fd2b0e49369e","-","-","-","2025-01-16 20:18:24.000 UTC","Payly"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","17:15:47","Abastecimento","2","4","Gasolina Comum","29.49","R$ 182,54","R$ 2,95","R$ 0,00","R$ 0,00","R$ 0,00","R$ 179,59","3","Sucesso","B3CF6CA313787E3E","189633194","11","","-","-","-","-","2025-01-16 20:15:17.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","17:00:47","Abastecimento","2","3","Etanol Comum","43.53","R$ 182,39","R$ 4,35","R$ 0,00","R$ 0,00","R$ 0,00","R$ 178,04","3","Sucesso","B32809EED033CF93","189631118","21","","99529225060","Mercado Pago","-","-","2025-01-16 20:00:17.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","16:44:30","Abastecimento","3","5","Etanol Comum","7.16","R$ 30,00","R$ 0,72","R$ 2,15","R$ 0,00","R$ 0,00","R$ 27,13","3","Sucesso","B32809EED07ED77A","189628956","21","","-","-","652b4cc3-9793-4d6b-b235-8589eb8e5af6","AP-DIG-AQU-2291","2025-01-16 19:44:03.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","16:40:23","Abastecimento","5","11","Etanol Comum","10.02","R$ 42,00","R$ 1,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 41,00","3","Sucesso","B3CF6CA313787E3E","189628469","21","","-","-","-","-","2025-01-16 19:40:09.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","16:37:22","Abastecimento","4","9","Gasolina Comum","9.69","R$ 60,00","R$ 0,97","R$ 0,00","R$ 0,00","R$ 0,00","R$ 59,03","3","Sucesso","B32809D53885477E","189628084","11","","-","-","-","-","2025-01-16 19:37:05.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","16:36:14","Abastecimento","6","14","Etanol Comum","4.77","R$ 20,00","R$ 0,48","R$ 0,00","R$ 0,00","R$ 0,00","R$ 19,52","3","Sucesso","B32809EED07ED77A","189627938","21","","-","-","-","-","2025-01-16 19:35:59.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","16:34:50","Abastecimento","2","10","Shell V-Power Gasolina","6.23","R$ 41,06","R$ 0,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 40,44","3","Sucesso","B32809D53885477E","189627770","12","","-","-","-","-","2025-01-16 19:34:36.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","16:33:40","Abastecimento","5","12","Gasolina Comum","14.44","R$ 89,38","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 89,38","3","Sucesso","B32809099EBC19C9","189627649","11","-","45316064","-","-","-","2025-01-16 19:33:40.000 UTC","App Porto Seguro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","16:30:36","Abastecimento","3","6","Gasolina Comum","20.0","R$ 123,80","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 123,80","3","Sucesso","B32809099EBC19C9","189627262","11","-","45316011","-","-","-","2025-01-16 19:30:36.000 UTC","App Porto Seguro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","16:13:11","Abastecimento","2","4","Gasolina Comum","9.69","R$ 60,00","R$ 0,97","R$ 0,00","R$ 0,00","R$ 0,00","R$ 59,03","3","Sucesso","B32809099EBC19C9","189625051","11","","-","-","-","-","2025-01-16 19:12:40.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","16:08:24","Abastecimento","4","9","Gasolina Comum","29.38","R$ 181,86","R$ 2,94","R$ 0,00","R$ 0,00","R$ 0,00","R$ 178,92","3","Sucesso","B32809EED07ED77A","189624473","11","","99159944647","Mercado Pago","-","-","2025-01-16 19:08:04.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","15:06:54","Abastecimento","2","3","Etanol Comum","32.46","R$ 136,01","R$ 3,25","R$ 0,00","R$ 0,00","R$ 0,00","R$ 132,76","3","Sucesso","B32809EED07ED77A","189617125","21","","-","-","-","-","2025-01-16 18:04:07.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","14:47:21","Abastecimento","4","8","Etanol Comum","45.9","R$ 192,32","R$ 4,59","R$ 0,00","R$ 187,73","R$ 0,00","R$ 0,00","3","Sucesso","B3CF6CA313787E3E","189615261","21","","-","Mercado Pago","-","-","2025-01-16 17:47:03.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","14:36:49","Abastecimento","7","17","Shell Evolux Diesel S-10","127.68","R$ 790,34","R$ 7,00","R$ 10,00","R$ 0,00","R$ 0,00","R$ 773,34","3","Sucesso","B32809EED033D53C","189614104","34","","99151453159","Mercado Pago","23826272-f69d-4b18-9d25-9d10cbbe4eb9","AP-CRM-RET-2361","2025-01-16 17:36:28.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","14:26:59","Abastecimento","2","4","Gasolina Comum","12.92","R$ 80,00","R$ 1,29","R$ 0,00","R$ 0,00","R$ 0,00","R$ 78,71","3","Sucesso","B3CF6CA313787E3E","189612913","11","","-","-","-","-","2025-01-16 17:26:22.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","14:22:20","Abastecimento","2","3","Etanol Comum","14.32","R$ 60,00","R$ 1,43","R$ 0,00","R$ 0,00","R$ 0,00","R$ 58,57","3","Sucesso","B32809EED033CF93","189612337","21","","7441005x189612337x1737048090482","-","-","-","2025-01-16 17:21:17.000 UTC","Pix"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","14:16:20","Abastecimento","4","9","Gasolina Comum","16.0","R$ 99,04","R$ 1,60","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,44","3","Sucesso","B32809EED033D53C","189611674","11","","-","-","-","-","2025-01-16 17:15:41.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","14:13:05","Abastecimento","1","2","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147,58","3","Sucesso","B3CF6CA313787E3E","189611329","11","","-","-","-","-","2025-01-16 17:12:51.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-16","13:58:34","Abastecimento","5","12","Gasolina Comum","25.45","R$ 157,54","R$ 2,54","R$ 0,00","R$ 0,00","R$ 0,00","R$ 155,00","3","Sucesso","B32809EED033D53C","189609494","11","","9894986x189609494x1737046667393","-","-","-","2025-01-16 16:57:18.000 UTC","Pix"
